算法,实例名称,工件数,工厂数,工序数,Alpha,实例序号,状态,目标值,下界,Gap,总求解时间(s),日志路径
MIBS,10-3-3-a0.1-i3.json,10,3,3,0.1,3,TerminationCondition.unknown,无,无,无,601.327,batch_test_results_custom/logs/mibs_10-3-3-a0.1-i3.json.log
MIBS,10-3-3-a1-i1.json,10,3,3,1.0,1,TerminationCondition.unknown,无,无,无,601.191,batch_test_results_custom/logs/mibs_10-3-3-a1-i1.json.log
MIBS,10-3-3-a1-i2.json,10,3,3,1.0,2,TerminationCondition.unknown,无,无,无,601.23,batch_test_results_custom/logs/mibs_10-3-3-a1-i2.json.log
MIBS,10-3-3-a1-i3.json,10,3,3,1.0,3,TerminationCondition.unknown,无,无,无,601.667,batch_test_results_custom/logs/mibs_10-3-3-a1-i3.json.log
MIBS,10-3-3-a10-i1.json,10,3,3,10.0,1,TerminationCondition.optimal,2321.0,2321.0,0.0,1.604,batch_test_results_custom/logs/mibs_10-3-3-a10-i1.json.log
MIBS,10-3-3-a10-i2.json,10,3,3,10.0,2,TerminationCondition.optimal,2153.0,2153.0,0.0,1.774,batch_test_results_custom/logs/mibs_10-3-3-a10-i2.json.log
MIBS,10-3-3-a10-i3.json,10,3,3,10.0,3,TerminationCondition.optimal,1907.0,1907.0,0.0,1.909,batch_test_results_custom/logs/mibs_10-3-3-a10-i3.json.log
MIBS,10-3-3-a100-i1.json,10,3,3,100.0,1,TerminationCondition.optimal,2321.0,2321.0,0.0,1.503,batch_test_results_custom/logs/mibs_10-3-3-a100-i1.json.log
MIBS,10-3-3-a100-i2.json,10,3,3,100.0,2,TerminationCondition.optimal,2153.0,2153.0,0.0,1.699,batch_test_results_custom/logs/mibs_10-3-3-a100-i2.json.log
MIBS,10-3-3-a100-i3.json,10,3,3,100.0,3,TerminationCondition.optimal,1907.0,1907.0,0.0,1.793,batch_test_results_custom/logs/mibs_10-3-3-a100-i3.json.log
MIBS,10-3-4-a0.1-i1.json,10,3,4,0.1,1,TerminationCondition.optimal,2176.0,2176.0,0.0,6.973,batch_test_results_custom/logs/mibs_10-3-4-a0.1-i1.json.log
MIBS,10-3-4-a0.1-i2.json,10,3,4,0.1,2,TerminationCondition.unknown,无,无,无,602.191,batch_test_results_custom/logs/mibs_10-3-4-a0.1-i2.json.log
MIBS,10-3-4-a0.1-i3.json,10,3,4,0.1,3,TerminationCondition.unknown,无,无,无,601.661,batch_test_results_custom/logs/mibs_10-3-4-a0.1-i3.json.log
MIBS,10-3-4-a1-i1.json,10,3,4,1.0,1,TerminationCondition.unknown,无,无,无,601.444,batch_test_results_custom/logs/mibs_10-3-4-a1-i1.json.log
MIBS,10-3-4-a1-i2.json,10,3,4,1.0,2,TerminationCondition.unknown,无,无,无,601.939,batch_test_results_custom/logs/mibs_10-3-4-a1-i2.json.log
MIBS,10-3-4-a1-i3.json,10,3,4,1.0,3,TerminationCondition.optimal,1814.0,1814.0,0.0,7.81,batch_test_results_custom/logs/mibs_10-3-4-a1-i3.json.log
MIBS,10-3-4-a10-i1.json,10,3,4,10.0,1,TerminationCondition.optimal,2029.0,2029.0,0.0,2.058,batch_test_results_custom/logs/mibs_10-3-4-a10-i1.json.log
MIBS,10-3-4-a10-i2.json,10,3,4,10.0,2,TerminationCondition.unknown,无,无,无,601.386,batch_test_results_custom/logs/mibs_10-3-4-a10-i2.json.log
MIBS,10-3-4-a10-i3.json,10,3,4,10.0,3,TerminationCondition.optimal,1767.0,1767.0,0.0,2.625,batch_test_results_custom/logs/mibs_10-3-4-a10-i3.json.log
MIBS,10-3-4-a100-i1.json,10,3,4,100.0,1,TerminationCondition.optimal,2029.0,2029.0,0.0,1.988,batch_test_results_custom/logs/mibs_10-3-4-a100-i1.json.log
MIBS,10-3-4-a100-i2.json,10,3,4,100.0,2,TerminationCondition.optimal,2060.0,2060.0,0.0,4.565,batch_test_results_custom/logs/mibs_10-3-4-a100-i2.json.log
MIBS,10-3-4-a100-i3.json,10,3,4,100.0,3,TerminationCondition.optimal,1767.0,1767.0,0.0,2.568,batch_test_results_custom/logs/mibs_10-3-4-a100-i3.json.log
MIBS,10-3-5-a0.1-i1.json,10,3,5,0.1,1,TerminationCondition.optimal,2083.0,2083.0,0.0,2.489,batch_test_results_custom/logs/mibs_10-3-5-a0.1-i1.json.log
MIBS,10-3-5-a0.1-i2.json,10,3,5,0.1,2,TerminationCondition.unknown,无,无,无,601.747,batch_test_results_custom/logs/mibs_10-3-5-a0.1-i2.json.log
MIBS,10-3-5-a0.1-i3.json,10,3,5,0.1,3,TerminationCondition.unknown,无,无,无,602.106,batch_test_results_custom/logs/mibs_10-3-5-a0.1-i3.json.log
MIBS,10-3-5-a1-i1.json,10,3,5,1.0,1,TerminationCondition.optimal,2083.0,2083.0,0.0,2.425,batch_test_results_custom/logs/mibs_10-3-5-a1-i1.json.log
MIBS,10-3-5-a1-i2.json,10,3,5,1.0,2,TerminationCondition.unknown,无,无,无,601.595,batch_test_results_custom/logs/mibs_10-3-5-a1-i2.json.log
MIBS,10-3-5-a1-i3.json,10,3,5,1.0,3,TerminationCondition.optimal,1860.0,1860.0,0.0,217.59,batch_test_results_custom/logs/mibs_10-3-5-a1-i3.json.log
MIBS,10-3-5-a10-i1.json,10,3,5,10.0,1,TerminationCondition.optimal,2083.0,2083.0,0.0,2.52,batch_test_results_custom/logs/mibs_10-3-5-a10-i1.json.log
MIBS,10-3-5-a10-i2.json,10,3,5,10.0,2,TerminationCondition.optimal,1965.0,1965.0,0.0,4.336,batch_test_results_custom/logs/mibs_10-3-5-a10-i2.json.log
MIBS,10-3-5-a10-i3.json,10,3,5,10.0,3,TerminationCondition.optimal,1847.0,1847.0,0.0,2.546,batch_test_results_custom/logs/mibs_10-3-5-a10-i3.json.log
MIBS,10-3-5-a100-i1.json,10,3,5,100.0,1,TerminationCondition.optimal,2083.0,2083.0,0.0,2.523,batch_test_results_custom/logs/mibs_10-3-5-a100-i1.json.log
MIBS,10-3-5-a100-i2.json,10,3,5,100.0,2,TerminationCondition.optimal,1965.0,1965.0,0.0,3.229,batch_test_results_custom/logs/mibs_10-3-5-a100-i2.json.log
MIBS,10-3-5-a100-i3.json,10,3,5,100.0,3,TerminationCondition.optimal,1847.0,1847.0,0.0,2.629,batch_test_results_custom/logs/mibs_10-3-5-a100-i3.json.log
MIBS,10-4-3-a0.1-i1.json,10,4,3,0.1,1,TerminationCondition.optimal,1767.0,1767.0,0.0,12.126,batch_test_results_custom/logs/mibs_10-4-3-a0.1-i1.json.log
MIBS,10-4-3-a0.1-i2.json,10,4,3,0.1,2,TerminationCondition.unknown,无,无,无,601.392,batch_test_results_custom/logs/mibs_10-4-3-a0.1-i2.json.log
MIBS,10-4-3-a0.1-i3.json,10,4,3,0.1,3,TerminationCondition.unknown,无,无,无,601.761,batch_test_results_custom/logs/mibs_10-4-3-a0.1-i3.json.log
MIBS,10-4-3-a1-i1.json,10,4,3,1.0,1,TerminationCondition.optimal,1760.0,1760.0,0.0,2.73,batch_test_results_custom/logs/mibs_10-4-3-a1-i1.json.log
MIBS,10-4-3-a1-i2.json,10,4,3,1.0,2,TerminationCondition.unknown,无,无,无,601.46,batch_test_results_custom/logs/mibs_10-4-3-a1-i2.json.log
MIBS,10-4-3-a1-i3.json,10,4,3,1.0,3,TerminationCondition.unknown,无,无,无,601.617,batch_test_results_custom/logs/mibs_10-4-3-a1-i3.json.log
MIBS,10-4-3-a10-i1.json,10,4,3,10.0,1,TerminationCondition.optimal,1760.0,1760.0,0.0,2.205,batch_test_results_custom/logs/mibs_10-4-3-a10-i1.json.log
MIBS,10-4-3-a10-i2.json,10,4,3,10.0,2,TerminationCondition.unknown,无,无,无,601.322,batch_test_results_custom/logs/mibs_10-4-3-a10-i2.json.log
MIBS,10-4-3-a10-i3.json,10,4,3,10.0,3,TerminationCondition.optimal,1869.0,1869.0,0.0,2.728,batch_test_results_custom/logs/mibs_10-4-3-a10-i3.json.log
MIBS,10-4-3-a100-i1.json,10,4,3,100.0,1,TerminationCondition.optimal,1760.0,1760.0,0.0,2.119,batch_test_results_custom/logs/mibs_10-4-3-a100-i1.json.log
MIBS,10-4-3-a100-i2.json,10,4,3,100.0,2,TerminationCondition.unknown,无,无,无,601.346,batch_test_results_custom/logs/mibs_10-4-3-a100-i2.json.log
MIBS,10-4-3-a100-i3.json,10,4,3,100.0,3,TerminationCondition.optimal,1869.0,1869.0,0.0,2.451,batch_test_results_custom/logs/mibs_10-4-3-a100-i3.json.log
MIBS,10-4-4-a0.1-i1.json,10,4,4,0.1,1,TerminationCondition.unknown,无,无,无,601.872,batch_test_results_custom/logs/mibs_10-4-4-a0.1-i1.json.log
MIBS,10-4-4-a0.1-i2.json,10,4,4,0.1,2,TerminationCondition.optimal,1825.0,1825.0,0.0,3.11,batch_test_results_custom/logs/mibs_10-4-4-a0.1-i2.json.log
MIBS,10-4-4-a0.1-i3.json,10,4,4,0.1,3,TerminationCondition.unknown,无,无,无,601.724,batch_test_results_custom/logs/mibs_10-4-4-a0.1-i3.json.log
MIBS,10-4-4-a1-i1.json,10,4,4,1.0,1,TerminationCondition.optimal,1834.0,1834.0,0.0,37.785,batch_test_results_custom/logs/mibs_10-4-4-a1-i1.json.log
MIBS,10-4-4-a1-i2.json,10,4,4,1.0,2,TerminationCondition.optimal,1825.0,1825.0,0.0,2.781,batch_test_results_custom/logs/mibs_10-4-4-a1-i2.json.log
MIBS,10-4-4-a1-i3.json,10,4,4,1.0,3,TerminationCondition.unknown,无,无,无,601.819,batch_test_results_custom/logs/mibs_10-4-4-a1-i3.json.log
MIBS,10-4-4-a10-i1.json,10,4,4,10.0,1,TerminationCondition.optimal,1826.0,1826.0,0.0,3.144,batch_test_results_custom/logs/mibs_10-4-4-a10-i1.json.log
MIBS,10-4-4-a10-i2.json,10,4,4,10.0,2,TerminationCondition.optimal,1825.0,1825.0,0.0,2.877,batch_test_results_custom/logs/mibs_10-4-4-a10-i2.json.log
MIBS,10-4-4-a10-i3.json,10,4,4,10.0,3,TerminationCondition.optimal,1913.0,1913.0,0.0,2.372,batch_test_results_custom/logs/mibs_10-4-4-a10-i3.json.log
MIBS,10-4-4-a100-i1.json,10,4,4,100.0,1,TerminationCondition.optimal,1826.0,1826.0,0.0,2.902,batch_test_results_custom/logs/mibs_10-4-4-a100-i1.json.log
MIBS,10-4-4-a100-i2.json,10,4,4,100.0,2,TerminationCondition.optimal,1825.0,1825.0,0.0,2.975,batch_test_results_custom/logs/mibs_10-4-4-a100-i2.json.log
MIBS,10-4-4-a100-i3.json,10,4,4,100.0,3,TerminationCondition.optimal,1913.0,1913.0,0.0,2.372,batch_test_results_custom/logs/mibs_10-4-4-a100-i3.json.log
MIBS,10-4-5-a0.1-i1.json,10,4,5,0.1,1,TerminationCondition.unknown,无,无,无,602.392,batch_test_results_custom/logs/mibs_10-4-5-a0.1-i1.json.log
MIBS,10-4-5-a0.1-i2.json,10,4,5,0.1,2,TerminationCondition.unknown,无,无,无,602.26,batch_test_results_custom/logs/mibs_10-4-5-a0.1-i2.json.log
MIBS,10-4-5-a0.1-i3.json,10,4,5,0.1,3,TerminationCondition.unknown,无,无,无,602.186,batch_test_results_custom/logs/mibs_10-4-5-a0.1-i3.json.log
MIBS,10-4-5-a1-i1.json,10,4,5,1.0,1,TerminationCondition.unknown,无,无,无,602.354,batch_test_results_custom/logs/mibs_10-4-5-a1-i1.json.log
MIBS,10-4-5-a1-i2.json,10,4,5,1.0,2,TerminationCondition.optimal,1900.0,1900.0,0.0,3.444,batch_test_results_custom/logs/mibs_10-4-5-a1-i2.json.log
MIBS,10-4-5-a1-i3.json,10,4,5,1.0,3,TerminationCondition.unknown,无,无,无,602.129,batch_test_results_custom/logs/mibs_10-4-5-a1-i3.json.log
MIBS,10-4-5-a10-i1.json,10,4,5,10.0,1,TerminationCondition.optimal,1817.0,1817.0,0.0,4.046,batch_test_results_custom/logs/mibs_10-4-5-a10-i1.json.log
MIBS,10-4-5-a10-i2.json,10,4,5,10.0,2,TerminationCondition.optimal,1900.0,1900.0,0.0,3.94,batch_test_results_custom/logs/mibs_10-4-5-a10-i2.json.log
MIBS,10-4-5-a10-i3.json,10,4,5,10.0,3,TerminationCondition.unknown,无,无,无,603.272,batch_test_results_custom/logs/mibs_10-4-5-a10-i3.json.log
MIBS,10-4-5-a100-i1.json,10,4,5,100.0,1,TerminationCondition.optimal,1817.0,1817.0,0.0,4.809,batch_test_results_custom/logs/mibs_10-4-5-a100-i1.json.log
MIBS,10-4-5-a100-i2.json,10,4,5,100.0,2,TerminationCondition.optimal,1900.0,1900.0,0.0,3.532,batch_test_results_custom/logs/mibs_10-4-5-a100-i2.json.log
MIBS,10-4-5-a100-i3.json,10,4,5,100.0,3,TerminationCondition.optimal,1813.0,1813.0,0.0,4.476,batch_test_results_custom/logs/mibs_10-4-5-a100-i3.json.log
