算法,实例名称,工件数,工厂数,工序数,Alpha,实例序号,目标值,下界,Gap,迭代次数,总求解时间(s),主问题时间(s),子问题阶段1时间(s),子问题阶段2时间(s),拒绝订单个数
LBBD3-BCH.py,50-3-6-a100-i1.json,50,3,6,100,1,8150,8150,0,5,2.977,0.001,1.533,1.025,27
LBBD3-BCH.py,50-3-6-a100-i2.json,50,3,6,100,2,9332,9332,0,15,39.541,0.007,23.986,4.515,25
LBBD3-BCH.py,50-3-6-a100-i3.json,50,3,6,100,3,9336,9336,0,5,4.04,0.001,1.561,2.081,21
LBBD3-BCH.py,50-3-7-a0.1-i1.json,50,3,7,0.1,1,9205,8457.761218,0.081177488,478,1800.357,0.269,399.065,112.546,38
LBBD3-BCH.py,50-3-7-a0.1-i2.json,50,3,7,0.1,2,11676,8921,0.235954094,243,1800.237,0.127,650.459,59.351,43
LBBD3-BCH.py,50-3-7-a0.1-i3.json,50,3,7,0.1,3,11901,9007.028868,0.243170417,183,1816.703,0.108,700.218,45.564,42
LBBD3-BCH.py,50-3-7-a1-i1.json,50,3,7,1,1,10137,8433.333333,0.168064187,425,1800.296,0.241,333.644,99.79,41
LBBD3-BCH.py,50-3-7-a1-i2.json,50,3,7,1,2,11893,8944.125419,0.24795044,176,1811.759,0.105,659.361,43.187,44
LBBD3-BCH.py,50-3-7-a1-i3.json,50,3,7,1,3,11373,8988.804147,0.209636495,228,1808.774,0.156,710.867,56.417,40
LBBD3-BCH.py,50-3-7-a10-i1.json,50,3,7,10,1,8737,8414,0.036969211,352,1801.445,0.202,503.724,103.795,32
LBBD3-BCH.py,50-3-7-a10-i2.json,50,3,7,10,2,9636,8929,0.073370693,66,1802.069,0.033,694.581,20.764,30
LBBD3-BCH.py,50-3-7-a10-i3.json,50,3,7,10,3,10578,9001,0.149083002,103,1802.335,0.058,669.222,27.892,35
LBBD3-BCH.py,50-3-7-a100-i1.json,50,3,7,100,1,8365,8365,0,5,3.226,0,1.617,1.126,27
LBBD3-BCH.py,50-3-7-a100-i2.json,50,3,7,100,2,8848,8848,0,6,36.158,0.002,23.844,10.614,21
LBBD3-BCH.py,50-3-7-a100-i3.json,50,3,7,100,3,8974,8974,0,4,22.645,0.002,13.384,8.795,18
LBBD3-BCH.py,50-3-8-a0.1-i1.json,50,3,8,0.1,1,9879,8405,0.149205385,449,1801.95,0.255,448.153,94.005,40
LBBD3-BCH.py,50-3-8-a0.1-i2.json,50,3,8,0.1,2,10928,8922,0.183565154,47,1808.319,0.023,975.434,10.56,40
LBBD3-BCH.py,50-3-8-a0.1-i3.json,50,3,8,0.1,3,11994,9794,0.183425046,203,1808.43,0.108,745.144,43.637,41
LBBD3-BCH.py,50-3-8-a1-i1.json,50,3,8,1,1,9949,8407.4,0.154950246,435,1801.514,0.238,446.228,95.259,41
LBBD3-BCH.py,50-3-8-a1-i2.json,50,3,8,1,2,10922,8925,0.18284197,36,1828.802,0.02,1029.814,8.938,40
LBBD3-BCH.py,50-3-8-a1-i3.json,50,3,8,1,3,11898,9794,0.176836443,204,1800.22,0.134,720.327,52.656,39
LBBD3-BCH.py,50-3-8-a10-i1.json,50,3,8,10,1,8867,8413,0.051201083,371,1802.837,0.221,633.709,109.63,35
LBBD3-BCH.py,50-3-8-a10-i2.json,50,3,8,10,2,9718,8935.75,0.080494958,33,1858.574,0.018,976.589,11.024,35
LBBD3-BCH.py,50-3-8-a10-i3.json,50,3,8,10,3,10888,9772.5,0.102452241,145,1812.68,0.097,587.688,35.647,34
LBBD3-BCH.py,50-3-8-a100-i1.json,50,3,8,100,1,8349,8349,0,6,89.037,0.003,10.322,2.36,31
LBBD3-BCH.py,50-3-8-a100-i2.json,50,3,8,100,2,8893,8893,0,6,267.36,0.001,92.88,29.413,25
LBBD3-BCH.py,50-3-8-a100-i3.json,50,3,8,100,3,9755,9755,0,5,8.293,0.002,5.098,2.532,20
LBBD3-BCH.py,50-4-6-a0.1-i1.json,50,4,6,0.1,1,9482,8207.248817,0.134439062,355,1802.416,0.236,442.278,113.978,40
LBBD3-BCH.py,50-4-6-a0.1-i2.json,50,4,6,0.1,2,11054,8310.26867,0.248211627,345,1801.271,0.252,325.491,108.75,42
LBBD3-BCH.py,50-4-6-a0.1-i3.json,50,4,6,0.1,3,11446,8950.186904,0.218051118,296,1804.385,0.21,486.524,89.881,42
LBBD3-BCH.py,50-4-6-a1-i1.json,50,4,6,1,1,9355,8198,0.123677178,414,1800.307,0.307,500.817,138.652,39
LBBD3-BCH.py,50-4-6-a1-i2.json,50,4,6,1,2,10648,8271.5,0.223187453,320,1800.74,0.233,383.396,100.511,39
