instance,N_whale,a_decay,b,objective,time,status
30-5-7-a1-i1.json,30,linear,1.5,7719.0,299.7339885234833,success
30-5-7-a1-i1.json,30,sqrt,1.0,7587.0,299.0247714519501,success
30-5-7-a1-i1.json,30,sqrt,1.5,7587.0,299.0164396762848,success
30-5-7-a1-i1.json,50,linear,1.0,7719.0,299.02654457092285,success
30-5-7-a1-i1.json,50,linear,1.5,7946.0,299.50680470466614,success
30-5-7-a1-i1.json,50,sqrt,1.0,7909.0,299.98268270492554,success
30-5-7-a1-i1.json,50,sqrt,1.5,7634.0,299.00992727279663,success
30-5-7-a1-i1.json,80,linear,1.0,7871.0,299.3296945095062,success
30-5-7-a1-i1.json,80,linear,1.5,8050.0,299.5455708503723,success
30-5-7-a1-i1.json,80,sqrt,1.0,8050.0,299.1979134082794,success
30-5-7-a1-i1.json,80,sqrt,1.5,8050.0,299.08782148361206,success
30-5-8-a0.1-i3.json,30,linear,1.0,7490.0,299.8542101383209,success
30-5-8-a0.1-i3.json,30,linear,1.5,7490.0,299.23889207839966,success
30-5-8-a0.1-i3.json,30,sqrt,1.0,7194.0,299.53318428993225,success
30-5-8-a0.1-i3.json,30,sqrt,1.5,7194.0,299.46230363845825,success
30-5-8-a0.1-i3.json,50,linear,1.0,7490.0,299.26565766334534,success
30-5-8-a0.1-i3.json,50,linear,1.5,7490.0,299.2224371433258,success
30-5-8-a0.1-i3.json,50,sqrt,1.0,7490.0,299.6276378631592,success
30-5-8-a0.1-i3.json,50,sqrt,1.5,7490.0,299.830988407135,success
30-5-8-a0.1-i3.json,80,linear,1.0,7490.0,299.24291944503784,success
30-5-8-a0.1-i3.json,80,linear,1.5,7490.0,300.0002064704895,success
30-5-8-a0.1-i3.json,80,sqrt,1.0,7490.0,299.0840926170349,success
30-5-8-a0.1-i3.json,80,sqrt,1.5,7490.0,299.94188237190247,success
50-3-6-a1-i3.json,30,linear,1.0,13226.0,299.0952875614166,success
50-3-6-a1-i3.json,30,linear,1.5,13325.0,299.13821363449097,success
50-3-6-a1-i3.json,30,sqrt,1.0,13141.0,299.02979135513306,success
50-3-6-a1-i3.json,30,sqrt,1.5,12907.0,299.059547662735,success
50-3-6-a1-i3.json,50,linear,1.0,13335.0,299.0115177631378,success
50-3-6-a1-i3.json,50,linear,1.5,13220.0,299.02586340904236,success
50-3-6-a1-i3.json,50,sqrt,1.0,13460.0,299.1478319168091,success
50-3-6-a1-i3.json,50,sqrt,1.5,12986.0,299.0206482410431,success
50-3-6-a1-i3.json,80,linear,1.0,13460.0,299.6292173862457,success
50-3-6-a1-i3.json,80,linear,1.5,13460.0,299.05839371681213,success
50-3-6-a1-i3.json,80,sqrt,1.0,13460.0,299.31057929992676,success
50-3-6-a1-i3.json,80,sqrt,1.5,13460.0,299.2613492012024,success
50-3-7-a100-i1.json,30,linear,1.0,11830.0,299.7472496032715,success
50-3-7-a100-i1.json,30,linear,1.5,11830.0,299.4534397125244,success
50-3-7-a100-i1.json,30,sqrt,1.0,11830.0,299.19297552108765,success
50-3-7-a100-i1.json,30,sqrt,1.5,11830.0,299.43644165992737,success
50-3-7-a100-i1.json,50,linear,1.0,11830.0,299.22499680519104,success
50-3-7-a100-i1.json,50,linear,1.5,11830.0,299.53314304351807,success
50-3-7-a100-i1.json,50,sqrt,1.0,11830.0,299.4244863986969,success
